q_id,image_id,question,answer,full_answer
269,graph_269_anomalous,Explain the anomaly in Anthony Blake if there are any.,"Anthony Blake, a Subscriber, has a large number of connections, linking to the following nodes: Service I, Service B, Service C, Service E, Service G, Service D. It is more than 2 standard deviations away from the mean edges in the graph.","Anthony Blake, a Subscriber, has a large number of connections, linking to the following nodes: Service I, Service B, Service C, Service E, Service G, Service D. It is more than 2 standard deviations away from the mean edges in the graph."
270,graph_270_anomalous,Explain the anomaly in Melissa Thompson if there are any.,"Melissa Thompson, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service A, Service I, Service H, Service D, Service G, Service E. It is more than 2 standard deviations away from the mean edges in the graph.","Melissa Thompson, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service A, Service I, Service H, Service D, Service G, Service E. It is more than 2 standard deviations away from the mean edges in the graph."
271,graph_271_anomalous,Explain the anomaly in Charles Acosta if there are any.,"Charles Acosta, a Subscriber, has a large number of connections, linking to the following nodes: Service G, Service C, Service F, Service E, Service D, Service H, Service I. It is more than 2 standard deviations away from the mean edges in the graph.","Charles Acosta, a Subscriber, has a large number of connections, linking to the following nodes: Service G, Service C, Service F, Service E, Service D, Service H, Service I. It is more than 2 standard deviations away from the mean edges in the graph."
272,graph_272_anomalous,Explain the anomaly in Tyrone Santos if there are any.,"Tyrone Santos, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service I, Service F, Service A, Service B, Service G, Service H, Service D. It is more than 2 standard deviations away from the mean edges in the graph.","Tyrone Santos, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service I, Service F, Service A, Service B, Service G, Service H, Service D. It is more than 2 standard deviations away from the mean edges in the graph."
273,graph_273_anomalous,Explain the anomaly in Amber Lopez if there are any.,"Amber Lopez, a Subscriber, has a large number of connections, linking to the following nodes: Service F, Service A, Service C, Service G, Service D, Service E. It is more than 2 standard deviations away from the mean edges in the graph.","Amber Lopez, a Subscriber, has a large number of connections, linking to the following nodes: Service F, Service A, Service C, Service G, Service D, Service E. It is more than 2 standard deviations away from the mean edges in the graph."
274,graph_274_anomalous,Explain the anomaly in Micheal Brown if there are any.,"Micheal Brown, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service G, Service H, Service D, Service B, Service C, Service E. It is more than 2 standard deviations away from the mean edges in the graph.","Micheal Brown, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service G, Service H, Service D, Service B, Service C, Service E. It is more than 2 standard deviations away from the mean edges in the graph."
275,graph_275_anomalous,Explain the anomaly in Shirley Smith if there are any.,"Shirley Smith, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service E, Service H, Service B, Service G, Service F, Service D. It is more than 2 standard deviations away from the mean edges in the graph.","Shirley Smith, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service E, Service H, Service B, Service G, Service F, Service D. It is more than 2 standard deviations away from the mean edges in the graph."
276,graph_276_anomalous,Explain the anomaly in Julie Torres if there are any.,"Julie Torres, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service I, Service B, Service F, Service A, Service G, Service D, Service H. It is more than 2 standard deviations away from the mean edges in the graph.","Julie Torres, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service I, Service B, Service F, Service A, Service G, Service D, Service H. It is more than 2 standard deviations away from the mean edges in the graph."
277,graph_277_anomalous,Explain the anomaly in Russell Myers if there are any.,"Russell Myers, a Subscriber, has a large number of connections, linking to the following nodes: Service D, Service A, Service G, Service I, Service H, Service E, Service C, Service F. It is more than 2 standard deviations away from the mean edges in the graph.","Russell Myers, a Subscriber, has a large number of connections, linking to the following nodes: Service D, Service A, Service G, Service I, Service H, Service E, Service C, Service F. It is more than 2 standard deviations away from the mean edges in the graph."
278,graph_278_anomalous,Explain the anomaly in Amanda Ingram if there are any.,"Amanda Ingram, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service I, Service G, Service F, Service D, Service A, Service B, Service C. It is more than 2 standard deviations away from the mean edges in the graph.","Amanda Ingram, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service I, Service G, Service F, Service D, Service A, Service B, Service C. It is more than 2 standard deviations away from the mean edges in the graph."
279,graph_279_anomalous,Explain the anomaly in Kathleen Mendez if there are any.,"Kathleen Mendez, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service H, Service I, Service F, Service C, Service D. It is more than 2 standard deviations away from the mean edges in the graph.","Kathleen Mendez, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service H, Service I, Service F, Service C, Service D. It is more than 2 standard deviations away from the mean edges in the graph."
280,graph_280_anomalous,Explain the anomaly in Hannah Cameron if there are any.,"Hannah Cameron, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service E, Service F, Service D, Service I, Service A, Service B. It is more than 2 standard deviations away from the mean edges in the graph.","Hannah Cameron, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service E, Service F, Service D, Service I, Service A, Service B. It is more than 2 standard deviations away from the mean edges in the graph."
281,graph_281_anomalous,Explain the anomaly in Andres Butler if there are any.,"Andres Butler, a Subscriber, has a large number of connections, linking to the following nodes: Service D, Service I, Service A, Service H, Service B, Service C, Service E, Service G. It is more than 2 standard deviations away from the mean edges in the graph.","Andres Butler, a Subscriber, has a large number of connections, linking to the following nodes: Service D, Service I, Service A, Service H, Service B, Service C, Service E, Service G. It is more than 2 standard deviations away from the mean edges in the graph."
